"2014-06-05";"14:15:53";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-03-27";"18:00:58";"SCHS";"";"Chart Start ";""
"2014-03-27";"18:00:59";"F";"2405";"1604";"1607";"55";"0.002";"0.0";"-";"-";"-";"-";"-";"-"
"2014-03-27";"18:01:09";"F";"2406";"1663";"1668";"82";"0.003";"0.1";"-";"-";"-";"-";"-";"-"
"2014-03-27";"18:01:19";"F";"2407";"1659";"1658";"110";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-03-27";"18:01:29";"F";"2408";"1610";"1608";"165";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"08:22:01";"C";"";"MI=5;SI=8;SW=0.8;AI=4;AW=0:50;AF=1.00;G=6;D=1;EF=0.84;FO=21;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2014-05-31";"08:22:02";"F";"2410";"5";"7";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:22:28";"C";"";"MI=5;SI=8;SW=0.8;AI=4;AW=0:50;AF=1.00;G=6;D=1;EF=0.84;FO=25;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2014-05-31";"13:22:28";"SLCS";"";"Light Curve start ";""
"2014-05-31";"13:22:28";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:22:28";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:22:29";"FO";"2412";"462";"1789";"0";"0.742";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:22:39";"F";"2413";"800";"1803";"8";"0.556";"1.9";"0.749";"- 0.010";"0.433";"- 0.008";"0.447";"- 0.003"
"2014-05-31";"13:22:49";"F";"2414";"1325";"1793";"14";"0.261";"1.5";"0.352";"- 0.003";"0.123";"- 0.002";"0.741";"- 0.002"
"2014-05-31";"13:22:59";"F";"2415";"1497";"1745";"19";"0.142";"1.1";"0.193";"0.031";"0.059";"0.025";"0.837";"0.021"
"2014-05-31";"13:23:09";"F";"2416";"1560";"1702";"29";"0.083";"1.0";"0.114";"0.061";"0.033";"0.051";"0.872";"0.045"
"2014-05-31";"13:23:19";"F";"2417";"1575";"1657";"39";"0.049";"0.8";"0.068";"0.093";"0.020";"0.080";"0.880";"0.071"
"2014-05-31";"13:23:28";"F";"2418";"1568";"1609";"57";"0.025";"0.6";"0.035";"0.126";"0.010";"0.112";"0.876";"0.099"
"2014-05-31";"13:23:38";"F";"2419";"1541";"1556";"77";"0.010";"0.3";"0.014";"0.163";"0.004";"0.150";"0.861";"0.129"
"2014-05-31";"13:23:48";"F";"2420";"1494";"1495";"113";"0.001";"0.0";"0.001";"0.205";"0.000";"0.197";"0.835";"0.164"
"2014-05-31";"13:23:48";"SLCE";"";"Light Curve end ";""
"2014-05-31";"13:24:33";"SLCS";"";"Light Curve start ";""
"2014-05-31";"13:24:33";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:24:33";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:24:34";"FO";"2421";"438";"1934";"0";"0.774";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:24:44";"F";"2422";"1335";"1954";"8";"0.317";"1.1";"0.409";"- 0.013";"0.134";"- 0.010";"0.690";"- 0.007"
"2014-05-31";"13:24:54";"F";"2423";"1624";"1925";"14";"0.156";"0.9";"0.202";"0.006";"0.054";"0.005";"0.840";"0.004"
"2014-05-31";"13:25:04";"F";"2424";"1715";"1890";"19";"0.093";"0.7";"0.120";"0.028";"0.031";"0.023";"0.887";"0.020"
"2014-05-31";"13:25:13";"F";"2425";"1744";"1847";"29";"0.056";"0.7";"0.073";"0.055";"0.018";"0.047";"0.902";"0.042"
"2014-05-31";"13:25:23";"F";"2426";"1733";"1794";"39";"0.034";"0.6";"0.045";"0.088";"0.011";"0.078";"0.896";"0.070"
"2014-05-31";"13:25:33";"F";"2427";"1693";"1718";"57";"0.015";"0.4";"0.019";"0.136";"0.005";"0.126";"0.875";"0.110"
"2014-05-31";"13:25:43";"F";"2428";"1619";"1626";"77";"0.004";"0.1";"0.006";"0.194";"0.002";"0.189";"0.837";"0.159"
"2014-05-31";"13:25:53";"F";"2429";"1527";"1523";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:25:53";"SLCE";"";"Light Curve end ";""
"2014-05-31";"13:26:29";"SLCS";"";"Light Curve start ";""
"2014-05-31";"13:26:29";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:26:29";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:26:30";"FO";"2430";"407";"1845";"0";"0.779";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:26:39";"F";"2431";"1015";"1843";"8";"0.449";"1.5";"0.577";"0.001";"0.231";"0.001";"0.550";"0.001"
"2014-05-31";"13:26:49";"F";"2432";"1365";"1800";"14";"0.242";"1.4";"0.312";"0.030";"0.093";"0.025";"0.740";"0.018"
"2014-05-31";"13:26:58";"F";"2433";"1508";"1752";"19";"0.139";"1.1";"0.181";"0.061";"0.048";"0.053";"0.817";"0.044"
"2014-05-31";"13:27:08";"F";"2434";"1559";"1704";"29";"0.085";"1.0";"0.111";"0.093";"0.028";"0.083";"0.845";"0.070"
"2014-05-31";"13:27:18";"F";"2435";"1579";"1668";"39";"0.053";"0.9";"0.070";"0.117";"0.018";"0.106";"0.856";"0.091"
"2014-05-31";"13:27:28";"F";"2436";"1587";"1630";"57";"0.026";"0.6";"0.035";"0.141";"0.009";"0.132";"0.860";"0.114"
"2014-05-31";"13:27:38";"F";"2437";"1560";"1583";"77";"0.015";"0.5";"0.019";"0.172";"0.005";"0.166";"0.846";"0.139"
"2014-05-31";"13:27:48";"F";"2438";"1520";"1522";"113";"0.001";"0.0";"0.002";"0.212";"0.001";"0.212";"0.824";"0.175"
"2014-05-31";"13:27:48";"SLCE";"";"Light Curve end ";""
"2014-05-31";"13:31:23";"SLCS";"";"Light Curve start ";""
"2014-05-31";"13:31:23";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:31:23";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"13:31:24";"FO";"2439";"440";"1680";"0";"0.738";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:31:34";"F";"2440";"740";"1670";"8";"0.557";"1.9";"0.755";"0.007";"0.448";"0.006";"0.440";"0.003"
"2014-05-31";"13:31:44";"F";"2441";"1168";"1618";"14";"0.278";"1.6";"0.381";"0.047";"0.142";"0.038";"0.695";"0.027"
"2014-05-31";"13:31:54";"F";"2442";"1327";"1574";"19";"0.157";"1.3";"0.216";"0.079";"0.070";"0.067";"0.790";"0.053"
"2014-05-31";"13:32:04";"F";"2443";"1383";"1513";"29";"0.086";"1.0";"0.120";"0.125";"0.037";"0.110";"0.823";"0.091"
"2014-05-31";"13:32:14";"F";"2444";"1397";"1474";"39";"0.052";"0.9";"0.073";"0.153";"0.022";"0.140";"0.832";"0.116"
"2014-05-31";"13:32:24";"F";"2445";"1397";"1436";"57";"0.027";"0.6";"0.038";"0.181";"0.011";"0.170";"0.832";"0.141"
"2014-05-31";"13:32:33";"F";"2446";"1376";"1385";"77";"0.006";"0.2";"0.009";"0.219";"0.003";"0.213";"0.819";"0.175"
"2014-05-31";"13:32:43";"F";"2447";"1332";"1328";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"13:32:43";"SLCE";"";"Light Curve end ";""
"2014-05-31";"14:14:30";"SLCS";"";"Light Curve start ";""
"2014-05-31";"14:14:30";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:14:30";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:14:31";"FO";"2448";"382";"1545";"0";"0.753";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:14:40";"F";"2449";"924";"1559";"8";"0.407";"1.4";"0.540";"- 0.011";"0.224";"- 0.009";"0.598";"- 0.005"
"2014-05-31";"14:14:50";"F";"2450";"1226";"1532";"14";"0.200";"1.2";"0.266";"0.010";"0.083";"0.008";"0.794";"0.006"
"2014-05-31";"14:15:00";"F";"2451";"1334";"1505";"19";"0.114";"0.9";"0.152";"0.033";"0.043";"0.027";"0.863";"0.023"
"2014-05-31";"14:15:10";"F";"2452";"1392";"1487";"29";"0.064";"0.8";"0.086";"0.046";"0.023";"0.039";"0.901";"0.035"
"2014-05-31";"14:15:20";"F";"2453";"1392";"1460";"39";"0.047";"0.8";"0.063";"0.069";"0.017";"0.058";"0.901";"0.052"
"2014-05-31";"14:15:30";"F";"2454";"1390";"1424";"57";"0.024";"0.6";"0.032";"0.097";"0.009";"0.085";"0.900";"0.076"
"2014-05-31";"14:15:40";"F";"2455";"1364";"1381";"77";"0.012";"0.4";"0.017";"0.132";"0.005";"0.119";"0.883";"0.105"
"2014-05-31";"14:15:50";"F";"2456";"1322";"1323";"113";"0.001";"0.0";"0.001";"0.178";"0.000";"0.168";"0.856";"0.143"
"2014-05-31";"14:15:50";"SLCE";"";"Light Curve end ";""
"2014-05-31";"14:20:34";"SLCS";"";"Light Curve start ";""
"2014-05-31";"14:20:34";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:20:34";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:20:35";"FO";"2457";"469";"1908";"0";"0.754";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:20:45";"F";"2458";"1113";"1911";"8";"0.418";"1.4";"0.553";"- 0.002";"0.233";"- 0.002";"0.583";"- 0.001"
"2014-05-31";"14:20:55";"F";"2459";"1509";"1880";"14";"0.197";"1.2";"0.263";"0.018";"0.081";"0.015";"0.791";"0.012"
"2014-05-31";"14:21:05";"F";"2460";"1641";"1847";"19";"0.112";"0.9";"0.149";"0.040";"0.042";"0.033";"0.860";"0.028"
"2014-05-31";"14:21:15";"F";"2461";"1686";"1813";"29";"0.070";"0.9";"0.094";"0.062";"0.026";"0.052";"0.884";"0.046"
"2014-05-31";"14:21:25";"F";"2462";"1693";"1782";"39";"0.050";"0.8";"0.067";"0.082";"0.018";"0.071";"0.887";"0.063"
"2014-05-31";"14:21:35";"F";"2463";"1696";"1743";"57";"0.027";"0.6";"0.037";"0.107";"0.010";"0.095";"0.889";"0.084"
"2014-05-31";"14:21:44";"F";"2464";"1678";"1704";"77";"0.015";"0.5";"0.021";"0.133";"0.006";"0.120";"0.879";"0.106"
"2014-05-31";"14:21:54";"F";"2465";"1655";"1660";"113";"0.003";"0.1";"0.004";"0.161";"0.001";"0.149";"0.867";"0.130"
"2014-05-31";"14:21:54";"SLCE";"";"Light Curve end ";""
"2014-05-31";"14:22:35";"SLCS";"";"Light Curve start ";""
"2014-05-31";"14:22:35";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:22:35";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:22:36";"FO";"2466";"433";"1733";"0";"0.750";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:22:46";"F";"2467";"1257";"1731";"8";"0.274";"0.9";"0.365";"0.002";"0.126";"0.001";"0.725";"0.001"
"2014-05-31";"14:22:56";"F";"2468";"1532";"1701";"14";"0.099";"0.6";"0.133";"0.023";"0.037";"0.019";"0.884";"0.017"
"2014-05-31";"14:23:06";"F";"2469";"1585";"1668";"19";"0.050";"0.4";"0.067";"0.047";"0.018";"0.039";"0.915";"0.035"
"2014-05-31";"14:23:16";"F";"2470";"1587";"1628";"29";"0.025";"0.3";"0.034";"0.075";"0.009";"0.064";"0.916";"0.059"
"2014-05-31";"14:23:25";"F";"2471";"1573";"1596";"39";"0.014";"0.2";"0.020";"0.098";"0.005";"0.086";"0.908";"0.078"
"2014-05-31";"14:23:35";"F";"2472";"1532";"1535";"57";"0.002";"0.0";"0.003";"0.142";"0.001";"0.129";"0.884";"0.114"
"2014-05-31";"14:23:45";"F";"2473";"1467";"1463";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:23:55";"F";"2474";"1390";"1385";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:23:55";"SLCE";"";"Light Curve end ";""
"2014-05-31";"14:24:53";"SLCS";"";"Light Curve start ";""
"2014-05-31";"14:24:53";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:24:53";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-05-31";"14:24:54";"FO";"2475";"393";"1782";"0";"0.779";"0.0";"-";"-";"-";"-";"-";"-"
"2014-05-31";"14:25:04";"F";"2476";"1037";"1722";"8";"0.398";"1.3";"0.514";"0.041";"0.193";"0.035";"0.582";"0.020"
"2014-05-31";"14:25:14";"F";"2477";"1380";"1687";"14";"0.182";"1.1";"0.236";"0.065";"0.066";"0.056";"0.774";"0.044"
"2014-05-31";"14:25:24";"F";"2478";"1501";"1664";"19";"0.098";"0.8";"0.128";"0.081";"0.033";"0.071";"0.842";"0.060"
"2014-05-31";"14:25:34";"F";"2479";"1533";"1628";"29";"0.058";"0.7";"0.076";"0.105";"0.019";"0.095";"0.860";"0.082"
"2014-05-31";"14:25:44";"F";"2480";"1531";"1597";"39";"0.041";"0.7";"0.054";"0.126";"0.014";"0.116";"0.859";"0.100"
"2014-05-31";"14:25:54";"F";"2481";"1519";"1557";"57";"0.024";"0.6";"0.032";"0.153";"0.008";"0.145";"0.852";"0.124"
"2014-05-31";"14:26:03";"F";"2482";"1494";"1519";"77";"0.016";"0.5";"0.022";"0.179";"0.006";"0.173";"0.838";"0.146"
"2014-05-31";"14:26:13";"F";"2483";"1457";"1466";"113";"0.006";"0.3";"0.008";"0.215";"0.002";"0.216";"0.818";"0.176"
"2014-05-31";"14:26:13";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:41:39";"C";"";"MI=5;SI=8;SW=0.8;AI=4;AW=0:50;AF=1.00;G=6;D=1;EF=0.84;FO=21;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2014-06-01";"12:41:39";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:41:39";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:41:39";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:41:40";"FO";"2485";"574";"1993";"0";"0.712";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:41:49";"F";"2486";"856";"1965";"8";"0.564";"1.9";"0.796";"0.018";"0.532";"0.014";"0.430";"0.006"
"2014-06-01";"12:41:59";"F";"2487";"1360";"1906";"14";"0.286";"1.7";"0.408";"0.056";"0.170";"0.046";"0.682";"0.032"
"2014-06-01";"12:42:09";"F";"2488";"1547";"1828";"19";"0.154";"1.2";"0.221";"0.106";"0.080";"0.090";"0.776";"0.070"
"2014-06-01";"12:42:19";"F";"2489";"1598";"1751";"29";"0.087";"1.1";"0.128";"0.155";"0.044";"0.138";"0.802";"0.111"
"2014-06-01";"12:42:29";"F";"2490";"1569";"1657";"39";"0.053";"0.9";"0.079";"0.214";"0.027";"0.203";"0.787";"0.160"
"2014-06-01";"12:42:39";"F";"2491";"1505";"1552";"57";"0.030";"0.7";"0.046";"0.280";"0.016";"0.284";"0.755";"0.215"
"2014-06-01";"12:42:48";"F";"2492";"1406";"1428";"77";"0.015";"0.5";"0.024";"0.357";"0.009";"0.396";"0.705";"0.280"
"2014-06-01";"12:42:58";"F";"2493";"1301";"1309";"113";"0.006";"0.3";"0.010";"0.429";"0.004";"0.523";"0.653";"0.341"
"2014-06-01";"12:42:58";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:44:53";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:44:53";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:44:53";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:44:54";"FO";"2494";"520";"2436";"0";"0.787";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:45:04";"F";"2495";"1246";"2494";"8";"0.500";"1.7";"0.633";"- 0.029";"0.266";"- 0.023";"0.511";"- 0.011"
"2014-06-01";"12:45:14";"F";"2496";"1864";"2447";"14";"0.238";"1.4";"0.303";"- 0.006";"0.085";"- 0.004";"0.765";"- 0.003"
"2014-06-01";"12:45:24";"F";"2497";"2084";"2400";"19";"0.132";"1.1";"0.168";"0.018";"0.042";"0.015";"0.856";"0.012"
"2014-06-01";"12:45:33";"F";"2498";"2171";"2350";"29";"0.076";"0.9";"0.098";"0.043";"0.023";"0.037";"0.891";"0.033"
"2014-06-01";"12:45:43";"F";"2499";"2187";"2294";"39";"0.047";"0.8";"0.060";"0.070";"0.014";"0.062";"0.898";"0.055"
"2014-06-01";"12:45:53";"F";"2500";"2178";"2224";"57";"0.021";"0.5";"0.027";"0.105";"0.006";"0.095";"0.894";"0.085"
"2014-06-01";"12:46:03";"F";"2501";"2129";"2150";"77";"0.010";"0.3";"0.013";"0.142";"0.003";"0.133";"0.874";"0.116"
"2014-06-01";"12:46:13";"F";"2502";"2063";"2061";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:46:13";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:47:48";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:47:48";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:47:48";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:47:49";"FO";"2503";"491";"1926";"0";"0.745";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:47:59";"F";"2504";"843";"1967";"8";"0.571";"1.9";"0.763";"- 0.026";"0.447";"- 0.021";"0.438";"- 0.009"
"2014-06-01";"12:48:09";"F";"2505";"1328";"1913";"14";"0.306";"1.8";"0.411";"0.008";"0.152";"0.007";"0.690";"0.004"
"2014-06-01";"12:48:19";"F";"2506";"1547";"1856";"19";"0.166";"1.3";"0.226";"0.045";"0.071";"0.038";"0.803";"0.031"
"2014-06-01";"12:48:29";"F";"2507";"1642";"1804";"29";"0.090";"1.1";"0.123";"0.079";"0.036";"0.068";"0.853";"0.057"
"2014-06-01";"12:48:38";"F";"2508";"1673";"1752";"39";"0.045";"0.7";"0.062";"0.113";"0.018";"0.099";"0.869";"0.086"
"2014-06-01";"12:48:48";"F";"2509";"1668";"1686";"57";"0.011";"0.3";"0.015";"0.155";"0.004";"0.142";"0.866";"0.123"
"2014-06-01";"12:48:58";"F";"2510";"1609";"1606";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:49:08";"F";"2511";"1525";"1520";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:49:08";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:50:39";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:50:39";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:50:39";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:50:40";"FO";"2512";"509";"2217";"0";"0.770";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:50:49";"F";"2513";"1363";"2223";"8";"0.387";"1.3";"0.502";"- 0.004";"0.187";"- 0.003";"0.615";"- 0.002"
"2014-06-01";"12:50:59";"F";"2514";"1819";"2202";"14";"0.174";"1.0";"0.226";"0.008";"0.063";"0.007";"0.820";"0.006"
"2014-06-01";"12:51:09";"F";"2515";"1966";"2153";"19";"0.087";"0.7";"0.114";"0.036";"0.029";"0.030";"0.887";"0.026"
"2014-06-01";"12:51:19";"F";"2516";"2011";"2101";"29";"0.043";"0.5";"0.056";"0.064";"0.014";"0.055";"0.907";"0.050"
"2014-06-01";"12:51:29";"F";"2517";"2005";"2049";"39";"0.021";"0.3";"0.028";"0.093";"0.007";"0.082";"0.904";"0.075"
"2014-06-01";"12:51:39";"F";"2518";"1980";"1989";"57";"0.005";"0.1";"0.006";"0.126";"0.002";"0.115";"0.893";"0.102"
"2014-06-01";"12:51:48";"F";"2519";"1928";"1926";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:51:58";"F";"2520";"1860";"1859";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:51:58";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:53:20";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:53:20";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:53:20";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:53:21";"FO";"2521";"415";"1524";"0";"0.728";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:53:31";"F";"2522";"628";"1547";"8";"0.594";"2.0";"0.813";"- 0.019";"0.540";"- 0.015";"0.412";"- 0.006"
"2014-06-01";"12:53:41";"F";"2523";"1047";"1535";"14";"0.318";"1.9";"0.436";"- 0.009";"0.173";"- 0.007";"0.687";"- 0.005"
"2014-06-01";"12:53:51";"F";"2524";"1248";"1506";"19";"0.171";"1.4";"0.236";"0.015";"0.078";"0.012";"0.819";"0.010"
"2014-06-01";"12:54:00";"F";"2525";"1339";"1473";"29";"0.091";"1.1";"0.126";"0.042";"0.039";"0.035";"0.879";"0.030"
"2014-06-01";"12:54:10";"F";"2526";"1360";"1436";"39";"0.053";"0.9";"0.074";"0.073";"0.022";"0.061";"0.892";"0.055"
"2014-06-01";"12:54:20";"F";"2527";"1357";"1392";"57";"0.025";"0.6";"0.035";"0.110";"0.010";"0.095";"0.890";"0.085"
"2014-06-01";"12:54:30";"F";"2528";"1322";"1335";"77";"0.010";"0.3";"0.014";"0.157";"0.004";"0.142";"0.867";"0.123"
"2014-06-01";"12:54:40";"F";"2529";"1272";"1269";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:54:40";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:56:06";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:56:06";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:56:06";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:56:07";"FO";"2530";"503";"2314";"0";"0.783";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:56:17";"F";"2531";"1584";"2344";"8";"0.324";"1.1";"0.413";"- 0.016";"0.131";"- 0.013";"0.685";"- 0.009"
"2014-06-01";"12:56:27";"F";"2532";"1985";"2299";"14";"0.137";"0.8";"0.175";"0.008";"0.044";"0.007";"0.858";"0.005"
"2014-06-01";"12:56:37";"F";"2533";"2094";"2250";"19";"0.069";"0.6";"0.089";"0.034";"0.021";"0.028";"0.905";"0.026"
"2014-06-01";"12:56:47";"F";"2534";"2125";"2215";"29";"0.041";"0.5";"0.052";"0.052";"0.012";"0.045";"0.918";"0.041"
"2014-06-01";"12:56:57";"F";"2535";"2124";"2175";"39";"0.023";"0.4";"0.030";"0.073";"0.007";"0.064";"0.918";"0.059"
"2014-06-01";"12:57:07";"F";"2536";"2112";"2130";"57";"0.008";"0.2";"0.011";"0.097";"0.003";"0.086";"0.913";"0.079"
"2014-06-01";"12:57:16";"F";"2537";"2081";"2084";"77";"0.001";"0.0";"0.002";"0.120";"0.000";"0.110";"0.899";"0.100"
"2014-06-01";"12:57:26";"F";"2538";"2035";"2031";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:57:26";"SLCE";"";"Light Curve end ";""
"2014-06-01";"12:58:52";"SLCS";"";"Light Curve start ";""
"2014-06-01";"12:58:52";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:58:52";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"12:58:53";"FO";"2539";"460";"2136";"0";"0.785";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"12:59:03";"F";"2540";"1161";"2174";"8";"0.466";"1.6";"0.592";"- 0.021";"0.236";"- 0.017";"0.544";"- 0.010"
"2014-06-01";"12:59:12";"F";"2541";"1593";"2126";"14";"0.251";"1.5";"0.320";"0.006";"0.092";"0.005";"0.746";"0.003"
"2014-06-01";"12:59:22";"F";"2542";"1766";"2077";"19";"0.150";"1.2";"0.192";"0.033";"0.050";"0.028";"0.827";"0.023"
"2014-06-01";"12:59:32";"F";"2543";"1849";"2033";"29";"0.091";"1.1";"0.117";"0.058";"0.029";"0.051";"0.866";"0.043"
"2014-06-01";"12:59:42";"F";"2544";"1868";"1976";"39";"0.055";"0.9";"0.071";"0.091";"0.017";"0.081";"0.875";"0.070"
"2014-06-01";"12:59:52";"F";"2545";"1866";"1919";"57";"0.028";"0.7";"0.036";"0.123";"0.009";"0.113";"0.874";"0.098"
"2014-06-01";"13:00:02";"F";"2546";"1826";"1854";"77";"0.015";"0.5";"0.020";"0.159";"0.005";"0.152";"0.855";"0.130"
"2014-06-01";"13:00:12";"F";"2547";"1767";"1771";"113";"0.002";"0.1";"0.003";"0.206";"0.001";"0.206";"0.827";"0.171"
"2014-06-01";"13:00:12";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:02:46";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:02:46";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:02:46";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:02:47";"FO";"2548";"383";"1231";"0";"0.689";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:02:57";"F";"2549";"561";"1203";"8";"0.534";"1.8";"0.780";"0.029";"0.528";"0.023";"0.456";"0.010"
"2014-06-01";"13:03:07";"F";"2550";"793";"1129";"14";"0.298";"1.8";"0.444";"0.108";"0.209";"0.090";"0.644";"0.058"
"2014-06-01";"13:03:17";"F";"2551";"898";"1088";"19";"0.175";"1.4";"0.264";"0.151";"0.108";"0.131";"0.729";"0.096"
"2014-06-01";"13:03:27";"F";"2552";"941";"1054";"29";"0.107";"1.3";"0.164";"0.186";"0.063";"0.168";"0.764";"0.129"
"2014-06-01";"13:03:36";"F";"2553";"948";"1019";"39";"0.070";"1.1";"0.108";"0.223";"0.041";"0.208";"0.770";"0.160"
"2014-06-01";"13:03:46";"F";"2554";"943";"980";"57";"0.038";"0.9";"0.059";"0.263";"0.022";"0.256";"0.766";"0.196"
"2014-06-01";"13:03:56";"F";"2555";"913";"935";"77";"0.024";"0.8";"0.038";"0.309";"0.015";"0.317";"0.742";"0.234"
"2014-06-01";"13:04:06";"F";"2556";"876";"881";"113";"0.006";"0.3";"0.009";"0.363";"0.004";"0.397";"0.712";"0.282"
"2014-06-01";"13:04:06";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:05:46";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:05:46";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
